Student_ID,Enrollment_Date,Region,City,Course_Name,Learning_Mode,Fees_Paid,Attendance_Percent,Course_Status,Placement_Status
314,30-08-2022,North,Kolkata,Data Science,Offline,182807.92,69,Ongoing,Not Placed
315,06-03-2022,North,Delhi,AI/ML,Online,117797.56,98,Completed,Not Placed
316,16-04-2022,North,Bengaluru,Web Development,Offline,146797.1,52,Ongoing,Placed
317,12-09-2021,East,Mumbai,Python,Online,7988.26,71,Completed,Not Placed
318,04-12-2022,East,Chennai,Data Science,Online,41542.28,54,Completed,Not Placed
319,05-04-2021,North,Ahmedabad,AI/ML,Hybrid,61228.05,70,Ongoing,Not Placed
320,15-06-2022,East,Kolkata,AI/ML,Online,38992.07,45,Completed,Not Placed
321,27-09-2021,West,Mumbai,Web Development,Online,15889.34,77,Completed,Not Placed
322,08-12-2022,South,Kolkata,Web Development,Online,9801.47,75,Dropped,Not Placed
323,23-12-2021,West,Kolkata,Web Development,Offline,113181.99,68,Ongoing,Placed
324,18-09-2022,West,Ahmedabad,Web Development,Online,107419.91,51,Ongoing,Not Placed
325,09-02-2022,South,Ahmedabad,Data Science,Offline,26701.57,48,Ongoing,Placed
326,14-08-2022,Central,Bengaluru,Cyber Security,Hybrid,107544.08,73,Ongoing,Not Placed
327,02-07-2022,East,Delhi,Web Development,Offline,227191.12,86,Ongoing,Not Placed
328,01-05-2021,Central,Chennai,Web Development,Online,23007.9,49,Dropped,Not Eligible
329,01-09-2021,East,Bengaluru,Python,Online,142109.5,99,Completed,Placed
330,21-01-2022,West,Bengaluru,Web Development,Offline,46053.37,87,Ongoing,Placed
331,24-01-2023,North,Mumbai,Python,Hybrid,39110.23,96,Completed,Placed
332,12-11-2020,West,Bengaluru,Web Development,Hybrid,239741.72,79,Ongoing,Not Placed
333,19-04-2022,South,Delhi,Python,Online,161576.26,80,Dropped,Not Placed
334,13-05-2022,South,Ahmedabad,Data Science,Offline,8689.66,46,Ongoing,Placed
335,03-03-2023,North,Ahmedabad,AI/ML,Online,57901.16,44,Dropped,Not Eligible
336,12-08-2021,Central,Pune,AI/ML,Online,189277.03,41,Completed,Placed
337,27-11-2022,South,Bengaluru,Python,Offline,165138.06,100,Dropped,Not Placed
338,08-03-2023,Central,Pune,Web Development,Hybrid,29341.22,62,Completed,Placed
339,27-10-2022,West,Delhi,Python,Hybrid,221939.57,89,Completed,Placed
340,02-11-2022,West,Ahmedabad,Data Science,Hybrid,185071.61,86,Dropped,Placed
341,25-07-2021,East,Chennai,Cloud Computing,Hybrid,70594.02,100,Ongoing,Placed
342,16-02-2021,Central,Chennai,Web Development,Offline,27344.99,100,Ongoing,Not Placed
343,30-07-2021,North,Kolkata,AI/ML,Hybrid,85702.9,47,Dropped,Not Placed
344,28-09-2022,South,Bengaluru,Data Science,Online,43912.14,59,Completed,Placed
345,19-12-2022,West,Hyderabad,Python,Offline,89509.51,84,Completed,Not Eligible
346,08-09-2022,Central,Bengaluru,AI/ML,Offline,10137.91,52,Ongoing,Placed
347,06-03-2021,South,Kolkata,AI/ML,Online,19265.32,42,Ongoing,Not Placed
348,11-05-2021,North,Pune,AI/ML,Online,92701.05,40,Ongoing,Not Placed
349,23-10-2022,South,Kolkata,Python,Online,207138.53,89,Ongoing,Placed
350,26-12-2020,West,Pune,Web Development,Hybrid,232954.61,53,Completed,Not Placed
351,02-04-2021,West,Bengaluru,Python,Offline,219466.68,83,Ongoing,Not Eligible
352,30-05-2023,West,Hyderabad,Data Science,Hybrid,108958.05,42,Ongoing,Not Eligible
353,21-04-2022,West,Hyderabad,Data Science,Online,204898.79,59,Completed,Placed
354,07-02-2021,East,Chennai,Web Development,Hybrid,13323.65,73,Completed,Not Placed
355,19-02-2022,North,Hyderabad,Cyber Security,Online,59920.59,83,Ongoing,Not Placed
356,14-08-2023,South,Bengaluru,Python,Offline,145297.01,65,Ongoing,Not Placed
357,05-06-2023,Central,Bengaluru,Data Science,Online,48880.91,69,Completed,Not Eligible
358,09-08-2023,South,Delhi,AI/ML,Offline,35364.21,84,Dropped,Not Placed
359,18-01-2022,Central,Bengaluru,Cyber Security,Online,212104.02,75,Ongoing,Placed
360,29-04-2021,North,Ahmedabad,Web Development,Offline,246382.38,94,Completed,Not Placed
361,27-04-2022,East,Pune,Python,Offline,54550.34,80,Dropped,Not Placed
362,28-10-2020,Central,Bengaluru,Data Science,Offline,53965.63,96,Completed,Not Placed
363,29-06-2022,Central,Pune,Data Science,Online,118519.49,100,Completed,Not Placed
364,23-12-2021,East,Bengaluru,AI/ML,Offline,214116.83,98,Completed,Not Eligible
365,06-06-2020,North,Chennai,Web Development,Online,106099.68,58,Dropped,Not Eligible
366,16-06-2023,Central,Hyderabad,Web Development,Offline,99131.73,46,Ongoing,Placed
367,17-09-2021,West,Chennai,Data Science,Online,72338.37,68,Completed,Not Placed
368,24-06-2022,South,Kolkata,Cyber Security,Offline,186931.04,91,Completed,Not Placed
369,20-04-2022,Central,Delhi,AI/ML,Online,243701.32,66,Ongoing,Not Placed
370,03-09-2021,North,Ahmedabad,Data Science,Offline,74777.03,93,Dropped,Not Placed
371,23-10-2020,South,Ahmedabad,AI/ML,Offline,79025.74,84,Completed,Not Placed
372,17-05-2022,North,Pune,Cyber Security,Online,217971.76,68,Ongoing,Not Eligible
373,04-02-2023,East,Delhi,Python,Online,235955.05,69,Ongoing,Placed
374,05-07-2022,West,Hyderabad,Cyber Security,Hybrid,100704.78,64,Ongoing,Not Placed
375,29-12-2020,North,Hyderabad,Web Development,Online,143238.54,42,Dropped,Placed
376,30-11-2020,North,Chennai,Data Science,Hybrid,110742.64,40,Completed,Not Placed
377,16-06-2021,Central,Chennai,Data Science,Offline,20113.03,65,Ongoing,Not Placed
378,30-12-2022,Central,Ahmedabad,Python,Hybrid,157318.07,52,Dropped,Not Eligible
379,12-03-2023,East,Bengaluru,AI/ML,Offline,108265.72,64,Ongoing,Not Placed
380,07-07-2023,Central,Pune,Data Science,Offline,28123.48,47,Ongoing,Placed
381,14-07-2020,West,Kolkata,AI/ML,Online,78604.79,100,Completed,Not Eligible
382,31-07-2022,South,Pune,Cyber Security,Online,201693.99,78,Ongoing,Not Placed
383,11-05-2023,Central,Chennai,AI/ML,Hybrid,236242.18,65,Ongoing,Placed
384,13-11-2022,East,Hyderabad,Python,Offline,101175.92,74,Dropped,Not Placed
385,23-11-2022,West,Kolkata,AI/ML,Online,125266.26,87,Completed,Placed
386,08-03-2021,East,Kolkata,Web Development,Online,240523.08,65,Ongoing,Not Placed
387,03-10-2022,North,Kolkata,Python,Hybrid,221421.11,81,Dropped,Not Placed
388,09-07-2022,Central,Chennai,Web Development,Offline,86417.73,43,Ongoing,Placed
389,18-10-2021,West,Chennai,Web Development,Online,104837.39,90,Completed,Not Placed
390,10-05-2021,West,Chennai,Python,Hybrid,124113.19,53,Ongoing,Placed
391,09-06-2021,South,Chennai,Web Development,Offline,140581.37,68,Dropped,Not Eligible
392,10-03-2022,South,Bengaluru,AI/ML,Online,205365.28,54,Ongoing,Placed
393,20-01-2022,North,Ahmedabad,Python,Offline,15009.66,92,Ongoing,Placed
394,10-12-2022,North,Bengaluru,Web Development,Online,76487.14,53,Completed,Not Placed
395,23-03-2021,West,Kolkata,Data Science,Offline,75573.06,94,Ongoing,Placed
396,10-09-2022,North,Ahmedabad,Python,Online,92784.82,44,Ongoing,Not Placed
397,31-05-2021,South,Mumbai,Cyber Security,Hybrid,147991.06,54,Ongoing,Placed
398,06-12-2020,South,Bengaluru,Web Development,Offline,174424.23,70,Ongoing,Not Eligible
399,19-01-2023,East,Kolkata,Web Development,Online,229522.51,75,Ongoing,Not Placed
400,14-03-2022,East,Bengaluru,Cyber Security,Hybrid,39037.58,48,Dropped,Not Placed
401,15-11-2021,West,Delhi,Data Science,Offline,248944.15,73,Completed,Placed
402,01-12-2021,East,Chennai,Cloud Computing,Hybrid,52538.34,53,Ongoing,Placed
403,04-08-2021,North,Hyderabad,Python,Online,10095.67,69,Ongoing,Not Placed
404,19-06-2022,South,Mumbai,Web Development,Hybrid,40901.41,42,Completed,Not Placed
405,07-12-2021,West,Pune,Cyber Security,Offline,146953.17,97,Ongoing,Not Placed
406,07-01-2023,East,Ahmedabad,Web Development,Online,84812.29,97,Ongoing,Placed
407,12-11-2020,West,Hyderabad,Cyber Security,Online,155226.69,66,Ongoing,Not Placed
408,14-11-2021,South,Hyderabad,AI/ML,Hybrid,189230.26,52,Ongoing,Not Placed
409,19-07-2023,North,Bengaluru,Cyber Security,Offline,25616.75,42,Completed,Placed
410,01-09-2022,East,Delhi,Python,Online,27604.79,76,Completed,Placed
411,28-03-2022,Central,Hyderabad,Python,Online,80526.28,75,Ongoing,Not Placed
412,06-10-2020,East,Bengaluru,Cyber Security,Online,94631.86,99,Ongoing,Not Eligible
413,21-06-2020,West,Chennai,Data Science,Hybrid,191722.7,69,Completed,Placed
414,08-04-2022,West,Delhi,AI/ML,Hybrid,126729.42,52,Ongoing,Not Placed
415,21-08-2020,South,Bengaluru,Data Science,Offline,120883.45,47,Dropped,Placed
416,13-09-2023,Central,Kolkata,Cyber Security,Hybrid,139761.27,76,Ongoing,Not Placed
417,18-03-2023,West,Hyderabad,AI/ML,Offline,7543.59,99,Dropped,Not Placed
418,30-11-2020,West,Mumbai,Python,Online,137752.55,41,Dropped,Not Eligible
419,03-04-2023,North,Bengaluru,Cyber Security,Online,188559.62,59,Ongoing,Not Eligible
420,12-07-2021,North,Kolkata,Data Science,Online,77278.69,92,Completed,Placed
421,05-05-2021,Central,Delhi,AI/ML,Offline,97191.75,41,Ongoing,Not Placed
422,08-06-2022,Central,Chennai,Cyber Security,Offline,179667.7,54,Ongoing,Not Placed
423,17-12-2021,East,Hyderabad,AI/ML,Online,103728.9,100,Ongoing,Not Placed
424,07-06-2022,Central,Delhi,AI/ML,Online,235310.26,98,Dropped,Placed
425,11-10-2022,South,Bengaluru,Cyber Security,Hybrid,233223.42,91,Ongoing,Placed
426,30-04-2023,Central,Bengaluru,Data Science,Online,94312.53,88,Completed,Not Eligible
427,11-10-2022,Central,Delhi,AI/ML,Hybrid,124686.92,91,Dropped,Not Placed
428,09-03-2023,South,Chennai,Cyber Security,Offline,36129.11,94,Ongoing,Not Placed
429,21-06-2022,North,Kolkata,Python,Online,216925.81,42,Completed,Not Eligible
430,27-03-2022,South,Chennai,AI/ML,Offline,224470.35,99,Completed,Not Eligible
431,15-09-2022,East,Ahmedabad,AI/ML,Online,42165.27,66,Ongoing,Not Eligible
432,08-04-2023,South,Pune,Python,Offline,222720.11,83,Ongoing,Not Placed
433,08-07-2023,Central,Ahmedabad,Python,Hybrid,96290.11,68,Ongoing,Not Placed
434,25-01-2021,Central,Chennai,Python,Offline,150292.51,96,Dropped,Placed
435,03-06-2021,North,Bengaluru,Python,Hybrid,230178.35,70,Ongoing,Not Placed
436,22-02-2022,South,Pune,Python,Online,128859.85,78,Completed,Not Placed
437,08-05-2022,North,Mumbai,AI/ML,Online,119239.69,69,Ongoing,Not Placed
438,17-11-2020,South,Kolkata,Data Science,Offline,224024.48,93,Ongoing,Not Eligible
439,15-11-2021,Central,Hyderabad,Cyber Security,Offline,122857.41,50,Ongoing,Not Placed
440,11-01-2023,North,Bengaluru,Python,Offline,12669.55,54,Completed,Placed
441,29-07-2021,Central,Pune,Cyber Security,Offline,237028.14,89,Completed,Placed
442,30-07-2022,Central,Pune,Cyber Security,Online,175634.2,96,Completed,Placed
443,16-07-2021,South,Pune,Web Development,Online,75611.03,89,Ongoing,Not Placed
444,13-06-2022,West,Ahmedabad,AI/ML,Offline,129467.43,75,Ongoing,Placed
445,18-02-2021,West,Pune,Cyber Security,Offline,172260.84,92,Ongoing,Not Placed
446,05-06-2020,North,Chennai,AI/ML,Hybrid,202298.33,71,Completed,Not Placed
447,19-11-2021,South,Ahmedabad,Cyber Security,Offline,188072.34,46,Completed,Not Eligible
448,19-05-2022,East,Pune,Cloud Computing,Offline,130712.51,44,Ongoing,Placed
449,27-01-2021,West,Pune,Cyber Security,Offline,54491.98,75,Completed,Not Placed
450,06-06-2021,North,Mumbai,AI/ML,Hybrid,161488.79,41,Dropped,Not Placed
451,15-05-2021,East,Mumbai,Web Development,Online,229484.55,72,Completed,Placed
452,30-06-2022,West,Mumbai,Python,Offline,75345.46,47,Ongoing,Placed
453,17-02-2021,South,Chennai,Cyber Security,Offline,176936.9,69,Completed,Not Placed
454,10-11-2020,Central,Delhi,Python,Offline,93910.76,41,Completed,Not Placed
455,11-03-2023,Central,Mumbai,AI/ML,Hybrid,122846.76,61,Ongoing,Not Placed
456,26-12-2020,North,Pune,AI/ML,Hybrid,60823.38,96,Completed,Placed
457,19-11-2020,Central,Hyderabad,Web Development,Online,100720.49,65,Ongoing,Not Placed
458,08-01-2021,Central,Chennai,Data Science,Online,101325.75,72,Completed,Not Placed
459,26-12-2020,West,Mumbai,Data Science,Online,219857.92,96,Completed,Placed
460,22-03-2023,North,Mumbai,AI/ML,Offline,51094.4,62,Ongoing,Not Eligible
461,05-08-2021,South,Bengaluru,Data Science,Hybrid,150048.95,86,Ongoing,Not Eligible
462,29-11-2021,South,Kolkata,Python,Online,120686.74,74,Completed,Not Eligible
463,27-10-2022,West,Delhi,AI/ML,Online,94816.04,85,Completed,Not Placed
464,29-10-2022,South,Pune,Cyber Security,Hybrid,157751.54,97,Ongoing,Not Eligible
465,27-09-2020,South,Ahmedabad,Python,Offline,161849.44,85,Ongoing,Not Placed
466,17-12-2021,South,Ahmedabad,Web Development,Online,204489.33,42,Completed,Not Placed
467,04-09-2020,Central,Bengaluru,Web Development,Offline,243747.23,81,Ongoing,Not Placed
468,01-05-2021,East,Pune,Web Development,Hybrid,145605.81,95,Ongoing,Placed
469,27-01-2021,South,Bengaluru,Cyber Security,Offline,145868.52,75,Ongoing,Not Placed
470,15-11-2022,North,Delhi,AI/ML,Hybrid,118659.62,57,Ongoing,Not Placed
471,02-01-2023,East,Hyderabad,Cyber Security,Offline,82675,51,Dropped,Not Eligible
472,24-12-2022,North,Chennai,Data Science,Offline,176244.52,41,Ongoing,Placed
473,27-07-2022,North,Bengaluru,Python,Online,29874.63,91,Ongoing,Not Eligible
474,06-08-2021,Central,Kolkata,AI/ML,Online,103626.25,60,Ongoing,Not Eligible
475,18-07-2021,East,Mumbai,Cyber Security,Online,21859.21,67,Dropped,Not Placed
476,28-05-2022,West,Delhi,Web Development,Online,157265.2,59,Ongoing,Not Eligible
477,12-12-2021,South,Pune,Cloud Computing,Online,5292.11,56,Completed,Placed
478,28-09-2020,North,Chennai,Web Development,Offline,175680.11,85,Dropped,Not Eligible
479,10-02-2021,West,Bengaluru,Cyber Security,Hybrid,188691.66,65,Ongoing,Placed
480,09-02-2022,South,Hyderabad,Web Development,Online,215220.99,64,Ongoing,Not Placed
481,05-11-2021,North,Pune,Web Development,Offline,31699.5,85,Completed,Placed
482,14-03-2022,South,Mumbai,Python,Offline,40261.95,90,Ongoing,Not Placed
483,08-02-2021,South,Chennai,Data Science,Hybrid,9165.55,98,Completed,Placed
484,28-05-2022,North,Ahmedabad,Python,Online,214303.8,49,Ongoing,Not Placed
485,06-02-2022,North,Mumbai,AI/ML,Offline,45813.3,82,Ongoing,Not Placed
486,06-11-2020,South,Ahmedabad,AI/ML,Online,9588.35,89,Completed,Not Placed
487,22-12-2021,South,Ahmedabad,Cloud Computing,Offline,195127.37,57,Ongoing,Placed
488,09-11-2021,North,Chennai,Data Science,Online,132554.45,70.10842186,Completed,Placed
489,31-07-2021,Central,Hyderabad,Cyber Security,Offline,192719.54,98,Ongoing,Placed
490,08-06-2020,East,Pune,Cyber Security,Online,93804.77,47,Ongoing,Placed
491,19-05-2023,Central,Bengaluru,Data Science,Hybrid,71033.74,42,Completed,Not Eligible
492,03-11-2020,North,Chennai,Web Development,Offline,229729.38,71,Dropped,Placed
493,20-07-2020,West,Hyderabad,Web Development,Offline,95260,93,Ongoing,Not Placed
494,01-06-2022,South,Ahmedabad,Data Science,Offline,200517.24,45,Ongoing,Not Eligible
495,07-06-2020,South,Delhi,Data Science,Offline,214519.39,67,Ongoing,Not Placed
496,14-12-2022,North,Chennai,Data Science,Offline,57199.72,97,Ongoing,Not Placed
497,31-01-2021,Central,Pune,Data Science,Hybrid,16879.03,97,Completed,Not Placed
498,24-06-2023,West,Pune,Python,Offline,193401.78,90,Ongoing,Placed
499,19-06-2023,North,Bengaluru,Web Development,Offline,188239.82,41,Completed,Not Eligible
500,25-06-2020,East,Kolkata,Web Development,Hybrid,47458.48,100,Dropped,Placed
501,20-01-2022,East,Chennai,Cloud Computing,Online,129920.88,61,Completed,Not Eligible
502,20-02-2022,Central,Chennai,Web Development,Offline,171962.88,50,Ongoing,Not Placed
503,05-01-2021,South,Kolkata,Web Development,Online,79363.16,91,Completed,Not Placed
504,24-12-2020,West,Chennai,Python,Offline,163378.75,72,Dropped,Not Placed
505,29-06-2023,South,Ahmedabad,Cyber Security,Offline,96423.77,52,Ongoing,Not Placed
506,29-06-2020,West,Hyderabad,Cyber Security,Hybrid,121021.02,86,Dropped,Placed
507,17-06-2022,East,Hyderabad,Python,Online,203275.4,64,Dropped,Not Eligible
508,23-04-2023,West,Kolkata,AI/ML,Offline,225383.11,92,Ongoing,Not Placed
509,05-09-2020,Central,Ahmedabad,Cyber Security,Online,115925.07,83,Completed,Not Placed
510,14-07-2021,South,Delhi,Python,Offline,238945.94,67,Dropped,Not Placed
511,16-05-2021,Central,Bengaluru,Cyber Security,Hybrid,123677.06,51,Ongoing,Not Placed
512,23-07-2020,South,Ahmedabad,Web Development,Online,157931.28,62,Ongoing,Placed
513,26-07-2022,South,Mumbai,Python,Online,30695.1,54,Ongoing,Placed
514,13-08-2021,South,Mumbai,Cyber Security,Online,227517.1,96,Completed,Not Eligible
515,08-11-2020,West,Delhi,Data Science,Online,24034.3,65,Completed,Placed
516,24-07-2023,West,Mumbai,AI/ML,Offline,143638.43,70.10842186,Ongoing,Placed
517,02-04-2023,South,Kolkata,AI/ML,Offline,107132.24,82,Ongoing,Not Placed
518,22-04-2023,Central,Hyderabad,AI/ML,Offline,177354.14,70,Ongoing,Placed
519,15-10-2020,East,Delhi,AI/ML,Online,100842.49,66,Completed,Placed
520,16-11-2022,East,Kolkata,Data Science,Online,17014.03,78,Ongoing,Not Eligible
521,22-01-2022,West,Bengaluru,Cyber Security,Offline,15283.68,73,Ongoing,Placed
522,13-09-2022,South,Kolkata,Data Science,Offline,185537.62,71,Dropped,Not Placed
523,25-01-2021,West,Bengaluru,Cyber Security,Offline,107219.27,82,Ongoing,Placed
524,18-11-2020,Central,Hyderabad,Web Development,Offline,233198.04,60,Completed,Not Placed
525,22-08-2023,West,Delhi,Python,Hybrid,213604.21,52,Ongoing,Placed
526,18-07-2021,South,Chennai,Python,Hybrid,47366.82,55,Ongoing,Placed
527,07-05-2023,Central,Mumbai,Cyber Security,Offline,142671.35,74,Completed,Placed
528,28-04-2021,West,Kolkata,AI/ML,Offline,56340.74,78,Completed,Not Placed
529,05-09-2021,West,Mumbai,Cyber Security,Offline,132880.67,44,Ongoing,Not Placed
530,11-06-2020,Central,Hyderabad,AI/ML,Online,7854.09,81,Ongoing,Not Eligible
531,19-05-2021,South,Mumbai,AI/ML,Offline,179579.88,89,Ongoing,Placed
532,03-01-2021,North,Delhi,AI/ML,Online,237565.7,44,Completed,Not Eligible
533,29-01-2023,North,Chennai,AI/ML,Hybrid,23875.95,66,Completed,Not Eligible
534,16-06-2022,South,Chennai,Data Science,Offline,134490.11,76,Ongoing,Not Placed
535,28-06-2022,East,Kolkata,Data Science,Offline,19660.76,90,Completed,Not Placed
536,22-12-2021,West,Delhi,Python,Online,43469.15,65,Completed,Placed
537,05-03-2022,West,Kolkata,Python,Online,102712.56,62,Dropped,Placed
538,05-10-2020,West,Bengaluru,Python,Hybrid,173737.17,73,Ongoing,Placed
539,07-09-2021,Central,Kolkata,Python,Offline,35977.5,54,Ongoing,Not Placed
540,11-04-2023,West,Hyderabad,AI/ML,Offline,107588.3,71,Dropped,Not Placed
541,10-12-2020,North,Bengaluru,Python,Online,108865.61,57,Completed,Placed
542,05-12-2022,South,Hyderabad,AI/ML,Hybrid,89621.15,79,Completed,Placed
543,23-04-2023,West,Chennai,Python,Hybrid,126454.58,74,Completed,Placed
544,09-07-2022,Central,Kolkata,AI/ML,Offline,102417.41,66,Ongoing,Not Placed
545,16-06-2022,Central,Mumbai,Cyber Security,Online,92858.1,42,Ongoing,Not Eligible
546,24-05-2021,Central,Hyderabad,Data Science,Offline,89285.18,86,Ongoing,Placed
547,07-06-2020,North,Pune,Python,Online,118127.11,49,Completed,Not Placed
548,06-02-2023,South,Delhi,Data Science,Offline,62442.33,74,Ongoing,Not Eligible
549,07-08-2021,West,Chennai,AI/ML,Hybrid,107728.86,73,Ongoing,Not Eligible
550,16-07-2021,West,Pune,Cyber Security,Offline,166852.43,65,Completed,Not Eligible
551,26-04-2022,West,Bengaluru,Data Science,Offline,44222.23,91,Ongoing,Not Placed
552,19-06-2020,East,Hyderabad,Cloud Computing,Online,208830.83,42,Ongoing,Not Placed
553,27-03-2021,East,Ahmedabad,Python,Offline,29442.68,47,Ongoing,Placed
554,06-06-2023,Central,Bengaluru,Web Development,Hybrid,199050.87,66,Ongoing,Placed
555,03-11-2021,South,Mumbai,Data Science,Online,45886.48,92,Ongoing,Not Placed
556,23-03-2023,West,Mumbai,Data Science,Online,125387.43,44,Ongoing,Not Placed
557,02-03-2023,Central,Ahmedabad,Data Science,Hybrid,200168.93,43,Ongoing,Not Placed
558,14-08-2020,Central,Mumbai,Web Development,Online,12173.43,58,Dropped,Placed
559,04-02-2021,West,Pune,Cyber Security,Offline,230572.09,94,Ongoing,Not Eligible
560,18-01-2022,West,Pune,Web Development,Online,6875.96,54,Ongoing,Not Eligible
561,22-07-2021,East,Chennai,Cyber Security,Online,187770.6,100,Ongoing,Placed
562,04-07-2021,Central,Pune,Python,Offline,61848.19,45,Ongoing,Not Placed
563,11-06-2022,West,Mumbai,Data Science,Online,101449.78,94,Dropped,Placed
